video_id,user_id,likes,views,comments,timestamp
702,702,43052,932208,8323,7/19/2022
703,703,62491,466823,1245,11/27/2022
704,704,92471,758764,1299,8/6/2020
705,705,14849,975241,7734,3/1/2021
706,706,85674,37075,4995,7/9/2022
707,707,91314,376988,7318,5/2/2021
708,708,41439,544672,1921,2/5/2021
709,709,45154,613239,6720,12/25/2020
710,710,47836,215627,2754,7/30/2022
711,711,21010,663317,9982,5/5/2020
712,712,72958,178779,6280,11/27/2021
713,713,5087,863375,3247,3/29/2022
714,714,56408,935759,186,9/22/2022
715,715,93741,538616,9537,7/3/2022
716,716,37398,704295,5056,12/2/2020
717,717,54540,894444,6637,9/26/2021
718,718,88384,739413,1079,9/7/2020
719,719,51783,572835,723,8/30/2022
720,720,82349,868101,7735,6/15/2021
721,721,31658,641117,2071,3/13/2021
722,722,57731,236363,4275,2/24/2020
723,723,27936,205284,3363,3/8/2022
724,724,41996,198306,1452,11/24/2022
725,725,32062,882274,4712,11/11/2020
726,726,5420,81705,777,5/10/2020
727,727,72600,67161,6665,5/24/2022
728,728,89101,525073,9189,1/25/2022
729,729,15936,693116,269,12/27/2021
730,730,62588,997733,9925,8/9/2020
731,731,94070,887023,2388,8/26/2020
732,732,37870,297174,7137,6/23/2022
733,733,54695,307960,5732,2/5/2022
734,734,93201,313359,9694,3/1/2021
735,735,43851,931834,6917,4/26/2021
736,736,61203,637551,9946,4/9/2020
737,737,34908,439919,8680,2/2/2021
738,738,31936,968988,6155,3/10/2020
739,739,77791,407155,7397,11/2/2022
740,740,22073,815949,8331,8/8/2020
741,741,39192,459018,1373,10/20/2021
742,742,28664,819364,6588,5/11/2020
743,743,79719,89781,7736,2/26/2022
744,744,26943,852987,6534,4/1/2020
745,745,20517,99511,6049,9/8/2022
746,746,92965,693687,4738,5/13/2022
747,747,12742,228144,3919,5/18/2022
748,748,58383,86718,8280,11/11/2021
749,749,70682,472430,6692,1/24/2022
750,750,75778,841281,3197,1/21/2020
751,751,60645,814614,6935,2/8/2020
752,752,41001,644486,4723,4/1/2021
753,753,42533,198975,8807,5/28/2020
754,754,85811,222617,362,11/13/2022
755,755,5739,607921,3591,5/24/2021
756,756,14234,53778,5570,7/9/2021
757,757,65578,566040,3946,3/4/2022
758,758,90215,373747,1996,10/31/2022
759,759,98696,577012,6514,4/8/2021
760,760,28513,774885,3741,1/22/2022
761,761,32312,706563,7876,9/23/2022
762,762,76332,45067,5383,4/20/2022
763,763,33281,43114,8513,11/24/2022
764,764,42947,16712,6858,12/21/2022
765,765,29133,467763,6366,3/2/2020
766,766,24875,928646,3363,5/2/2021
767,767,52516,521676,7910,8/6/2021
768,768,13974,82321,8894,4/20/2021
769,769,28040,472308,9416,5/10/2020
770,770,82828,122775,1373,5/13/2020
771,771,52120,572900,1313,2/13/2021
772,772,73374,201287,2964,8/2/2021
773,773,14564,633779,9994,6/9/2022
774,774,31694,181283,4211,5/2/2022
775,775,66767,212515,7616,3/18/2021
776,776,51362,645777,2210,12/12/2021
777,777,15942,285982,3604,10/8/2021
778,778,59307,284253,3533,11/11/2021
779,779,66755,244028,869,6/5/2021
780,780,6576,650679,9520,12/5/2020
781,781,57362,392069,5497,4/15/2021
782,782,74065,746169,5787,12/27/2021
783,783,21502,432845,945,8/14/2022
784,784,53132,362095,8937,3/6/2021
785,785,77939,393449,5126,7/15/2021
786,786,68655,59496,3227,5/5/2021
787,787,64013,780513,7117,9/23/2021
788,788,15300,149753,1630,1/19/2022
789,789,26927,26709,5769,5/5/2021
790,790,36801,376950,9924,4/21/2022
791,791,50364,899921,5874,3/7/2020
792,792,66341,843010,5829,2/8/2021
793,793,53052,605408,4256,2/18/2021
794,794,74595,22218,8469,12/20/2021
795,795,21294,273754,3336,3/6/2020
796,796,77003,267327,8608,7/29/2022
797,797,46409,824248,192,10/1/2021
798,798,89726,43717,7463,7/25/2021
799,799,77267,33501,4363,9/4/2021
800,800,86697,773620,3345,10/12/2021
801,801,60550,788274,1648,8/23/2022
802,802,18615,924897,6996,3/5/2022
803,803,69380,619916,8819,12/12/2020
804,804,70967,506802,5557,7/11/2020
805,805,87426,313096,9397,4/2/2020
806,806,99155,95778,323,5/23/2020
807,807,40224,603609,5351,5/27/2022
808,808,72889,673880,9721,5/18/2021
809,809,15449,125200,7364,3/21/2021
810,810,40301,410784,954,5/27/2021
811,811,25888,514549,1669,4/3/2021
812,812,71482,933322,9220,3/16/2020
813,813,92281,397909,8135,2/4/2021
814,814,43267,946985,960,9/26/2022
815,815,33737,221966,1610,2/10/2020
816,816,13834,748919,6024,5/27/2021
817,817,48968,144755,9589,7/12/2021
818,818,5254,491747,8088,3/28/2022
819,819,69086,808157,370,7/5/2021
820,820,22562,605711,9903,5/12/2022
821,821,98504,695939,6014,5/1/2022
822,822,13761,430378,5133,5/19/2022
823,823,96581,282992,5984,11/13/2021
824,824,12094,614747,4925,2/26/2021
825,825,17573,358529,2850,5/24/2020
826,826,64314,114649,4826,7/18/2020
827,827,91598,402870,4036,8/16/2022
828,828,70222,998391,1393,8/31/2020
829,829,39062,13705,3180,4/23/2020
830,830,54505,885839,2043,6/26/2020
831,831,78396,168038,5803,4/11/2021
832,832,46665,650461,7580,2/25/2021
833,833,23402,870481,736,4/19/2020
834,834,83371,683924,1834,9/20/2021
835,835,22428,569927,4509,7/17/2022
836,836,708,942040,9337,6/4/2020
837,837,73019,337689,7871,8/31/2020
838,838,81670,388620,3528,4/14/2020
839,839,51210,897639,2841,9/22/2021
840,840,16859,828284,6813,12/25/2021
841,841,8959,372272,3107,6/2/2022
842,842,4865,358390,685,8/3/2020
843,843,44077,797098,9196,6/24/2022
844,844,37859,529735,205,6/27/2022
845,845,6968,48886,6397,1/13/2020
846,846,10769,361513,7886,3/20/2021
847,847,81227,428068,724,2/11/2020
848,848,11241,506197,6444,1/2/2021
849,849,18017,14994,6399,5/23/2022
850,850,89542,179140,692,8/24/2021
851,851,3413,89878,908,10/15/2021
852,852,16339,40290,8633,8/28/2022
853,853,85943,933874,3625,9/29/2022
854,854,72343,580501,3324,10/26/2022
855,855,21996,875042,6959,7/4/2021
856,856,5769,120915,3801,2/3/2022
857,857,6910,437811,4406,7/2/2022
858,858,83715,570166,8561,7/7/2022
859,859,70482,412706,7766,9/27/2020
860,860,12199,819605,6249,3/19/2022
861,861,80079,188374,8961,3/24/2022
862,862,26649,618227,6473,8/28/2022
863,863,33532,779012,1557,3/29/2020
864,864,61422,401565,5627,12/23/2020
865,865,37523,105108,4724,4/7/2020
866,866,77895,405532,2534,6/6/2020
867,867,11588,472653,5369,4/25/2021
868,868,46251,219717,3548,5/2/2021
869,869,45079,308424,73,8/21/2021
870,870,93150,158869,5814,5/14/2021
871,871,39051,996032,5318,11/5/2021
872,872,31704,657718,2382,2/8/2021
873,873,61772,498911,5611,4/14/2020
874,874,79697,895181,5872,12/27/2022
875,875,7488,698593,9016,10/14/2020
876,876,60501,837759,2371,2/14/2022
877,877,93564,601823,3463,4/3/2020
878,878,24876,262822,2699,8/17/2022
879,879,93852,346530,7531,3/10/2022
880,880,17860,58175,4112,11/18/2020
881,881,63417,415509,9506,5/17/2022
882,882,84699,667285,4031,5/8/2022
883,883,50903,42330,1328,11/23/2021
884,884,7736,299284,3633,5/15/2020
885,885,81116,256084,7757,12/22/2020
886,886,40656,898480,4292,11/9/2020
887,887,38719,48660,4256,6/9/2020
888,888,86828,911428,5403,4/18/2021
889,889,29549,12572,6821,12/23/2022
890,890,70325,970304,9843,5/15/2021
891,891,52444,543310,4190,10/24/2022
892,892,7300,18158,6381,7/6/2021
893,893,81144,252715,2450,12/19/2020
894,894,93135,148537,6219,1/24/2022
895,895,44510,853345,4482,12/17/2021
896,896,68650,284945,4130,5/6/2022
897,897,58536,753100,3052,2/8/2022
898,898,90998,950411,4932,9/1/2022
899,899,55958,39538,5437,7/8/2021
900,900,32251,495927,3882,11/10/2020
901,901,15446,541104,9382,1/20/2021
902,902,63702,757182,6008,4/29/2020
903,903,69138,474154,5035,5/12/2020
904,904,97930,685692,816,5/14/2020
905,905,47348,966543,1480,10/3/2022
906,906,59304,166275,9165,3/6/2022
907,907,48484,652030,861,6/22/2022
908,908,53268,165664,2548,12/20/2020
909,909,51853,640121,9066,3/5/2020
910,910,47735,956308,3372,12/17/2022
911,911,38261,299560,2899,12/11/2020
912,912,29662,913449,2543,4/27/2022
913,913,35297,443493,238,10/13/2021
914,914,44099,269254,6800,11/20/2022
915,915,75810,968435,3998,10/14/2022
916,916,97865,341646,3116,6/21/2020
917,917,96069,540959,4630,3/23/2022
918,918,69767,458372,948,1/10/2022
919,919,65331,225349,9404,7/8/2021
920,920,63233,77245,8884,6/29/2022
921,921,27217,217047,386,10/2/2020
922,922,20261,3561,9969,8/5/2020
923,923,87508,819890,4753,12/29/2022
924,924,23454,2557,4268,6/25/2022
925,925,92393,659224,3557,5/20/2020
926,926,48829,149549,9936,1/19/2021
927,927,43630,74056,5318,7/30/2022
928,928,71072,738771,7454,6/15/2021
929,929,68489,870415,9508,12/21/2020
930,930,9240,187144,9456,7/13/2022
931,931,83707,98131,9475,4/2/2020
932,932,1998,199384,7048,1/4/2021
933,933,96356,848641,364,10/25/2022
934,934,84888,795544,2799,1/21/2022
935,935,69828,458798,9875,2/1/2021
936,936,236,284641,9452,2/8/2021
937,937,60822,736940,5797,10/23/2022
938,938,92930,840347,3876,3/23/2020
939,939,41101,120187,8252,6/14/2020
940,940,69566,91683,5058,1/8/2020
941,941,58893,825484,5740,7/23/2020
942,942,99830,103820,203,9/10/2021
943,943,98354,916606,1272,2/11/2022
944,944,83381,746433,5074,5/31/2022
945,945,19453,992217,7142,5/5/2021
946,946,69076,163487,3279,9/28/2021
947,947,51530,860461,8492,12/11/2020
948,948,22623,778439,6643,3/28/2022
949,949,50272,117696,7267,8/29/2020
950,950,2201,646463,6264,4/22/2022
951,951,35885,36720,1286,11/20/2021
952,952,60708,7240,7298,8/17/2022
953,953,4287,520580,7911,8/6/2021
954,954,26298,205876,8663,10/19/2021
955,955,31414,893439,8726,9/21/2020
956,956,12517,650682,5584,9/28/2021
957,957,18667,519604,5231,4/3/2020
958,958,53629,472446,2004,11/18/2022
959,959,78024,716510,3627,9/28/2022
960,960,23026,563779,8375,7/6/2022
961,961,81811,705335,5536,3/22/2022
962,962,61196,432187,3586,3/29/2021
963,963,18475,354546,9553,3/16/2020
964,964,99476,449404,2874,10/1/2021
965,965,20499,262742,5341,6/2/2021
966,966,98965,717827,9538,3/27/2021
967,967,43134,640896,4387,1/11/2022
968,968,88139,906980,1845,9/28/2021
969,969,25633,769833,3785,12/10/2022
970,970,96677,145676,3271,2/24/2021
971,971,74401,381655,8638,2/18/2020
972,972,16042,570661,2520,11/9/2022
973,973,8869,848608,22,12/20/2022
974,974,58117,283898,8069,12/15/2022
975,975,769,161112,156,11/2/2021
976,976,50826,731241,728,7/28/2022
977,977,71043,505289,5678,9/11/2020
978,978,65421,997041,3144,12/29/2022
979,979,66788,810112,4897,9/13/2020
980,980,97007,795031,7694,1/30/2020
981,981,37170,671569,3177,9/30/2022
982,982,16639,996450,1875,12/7/2021
983,983,16005,914323,9334,8/23/2021
984,984,78101,895950,2749,2/25/2020
985,985,4678,221634,4701,5/14/2020
986,986,49314,173506,8859,4/12/2022
987,987,66911,263692,7579,4/6/2021
988,988,44627,891068,4172,6/22/2022
989,989,75507,786522,801,12/24/2020
990,990,6647,359922,4120,6/19/2021
991,991,46452,289572,3689,9/10/2022
992,992,89193,322409,6446,5/13/2020
993,993,275,427054,691,7/31/2020
994,994,46532,226523,5279,1/22/2022
995,995,70527,458424,5917,11/28/2021
996,996,60506,146157,8358,5/21/2021
997,997,90049,401930,3714,3/12/2020
998,998,71815,860511,7825,6/4/2020
999,999,97723,755021,2494,1/9/2021
1000,1000,63376,974470,2946,6/4/2021
